order_id,region_id,hour,date,day_of_week,is_weekend,weather,temperature,humidity,wind_speed,region_type,region_density,avg_income,price,price_level,price_increase,price_increase_pct,order_volume,ontime_rate,rider_supply,gmv,user_complaint_rate,competitor_price,holiday,promotion_active,historical_ontime_rate,historical_rider_supply,historical_order_volume,is_peak,true_cate,selection_bias,price_elasticity
ORD_20240101_R01_11,R01,11,2024-01-01,0,False,sunny,-5.2,44.9,1.7,suburb,0.3,25.7,11.34,medium,2.84,0.334,130,0.853,36,0.584,0.052,9.46,True,False,0.838,34,128,True,0.02,0.0,-0.4
ORD_20240101_R01_12,R01,12,2024-01-01,0,False,snowy,-5.9,85.6,20.1,suburb,0.3,25.7,14.37,high,5.87,0.691,123,0.745,20,0.683,0.074,9.41,True,False,0.756,19,149,True,0.2,1.0,0.5
ORD_20240101_R01_13,R01,13,2024-01-01,0,False,sunny,-8.7,89.7,6.5,suburb,0.3,25.7,7.58,low,0.58,0.083,77,0.829,24,0.285,0.059,5.9,True,False,0.811,30,83,False,0.02,0.0,-0.4
ORD_20240101_R01_14,R01,14,2024-01-01,0,False,rainy,-3.9,94.0,5.7,suburb,0.3,25.7,9.77,medium,2.77,0.396,59,0.793,30,0.264,0.04,8.53,True,False,0.836,24,47,False,-0.05,0.6,-0.75
ORD_20240101_R01_15,R01,15,2024-01-01,0,False,sunny,-5.2,86.1,1.8,suburb,0.3,25.7,6.69,low,-0.31,-0.044,76,0.818,22,0.258,0.039,6.73,True,False,0.843,26,83,False,0.02,0.0,-0.4
ORD_20240101_R01_16,R01,16,2024-01-01,0,False,snowy,-8.8,42.8,7.5,suburb,0.3,25.7,12.0,high,5.0,0.714,77,0.754,20,0.404,0.053,8.04,True,False,0.802,8,48,False,0.2,1.0,0.5
ORD_20240101_R01_17,R01,17,2024-01-01,0,False,rainy,0.5,77.5,13.7,suburb,0.3,25.7,13.55,high,5.05,0.594,130,0.797,20,0.685,0.061,7.75,True,False,0.789,19,120,True,0.02,0.6,-0.4
ORD_20240101_R01_18,R01,18,2024-01-01,0,False,rainy,-5.3,92.6,20.0,suburb,0.3,25.7,14.08,high,5.58,0.656,138,0.796,26,0.753,0.061,8.69,True,False,0.754,25,119,True,0.02,0.6,-0.4
ORD_20240101_R01_20,R01,20,2024-01-01,0,False,snowy,-9.4,36.2,17.1,suburb,0.3,25.7,15.0,high,6.5,0.765,128,0.732,20,0.739,0.064,10.31,True,False,0.706,23,99,True,0.2,1.0,0.5
ORD_20240101_R01_21,R01,21,2024-01-01,0,False,sunny,-2.2,85.8,13.0,suburb,0.3,25.7,10.05,low,1.55,0.182,174,0.836,20,0.703,0.056,10.08,True,False,0.874,21,201,True,0.02,0.0,-0.4
ORD_20240101_R01_22,R01,22,2024-01-01,0,False,sunny,-3.8,43.7,0.2,suburb,0.3,25.7,7.84,low,0.84,0.12,86,0.893,39,0.326,0.012,6.74,True,False,0.935,45,83,False,0.02,0.0,-0.4
ORD_20240101_R01_23,R01,23,2024-01-01,0,False,snowy,-4.0,40.7,31.3,suburb,0.3,25.7,12.88,high,5.88,0.84,50,0.71,20,0.278,0.073,6.47,True,False,0.748,15,62,False,0.2,1.0,0.5
ORD_20240101_R02_00,R02,0,2024-01-01,0,False,sunny,-2.0,85.5,6.2,cbd,0.55,23.4,5.97,low,-0.03,-0.005,123,0.824,38,0.429,0.023,7.34,True,False,0.843,34,149,False,0.02,0.0,-0.4
ORD_20240101_R02_01,R02,1,2024-01-01,0,False,rainy,-5.8,80.2,9.1,cbd,0.55,23.4,9.41,high,3.41,0.568,97,0.751,48,0.455,0.063,5.05,True,False,0.693,46,114,False,0.02,0.6,-0.4
ORD_20240101_R02_02,R02,2,2024-01-01,0,False,sunny,-2.7,64.8,8.5,cbd,0.55,23.4,6.52,low,0.52,0.087,109,0.857,57,0.401,0.043,7.45,True,False,0.826,62,118,False,0.02,0.0,-0.4
ORD_20240101_R02_03,R02,3,2024-01-01,0,False,rainy,-7.8,88.8,13.9,cbd,0.55,23.4,9.79,high,3.79,0.632,102,0.81,50,0.492,0.052,4.08,True,True,0.819,43,112,False,0.02,0.6,-0.4
ORD_20240101_R02_04,R02,4,2024-01-01,0,False,sunny,-3.2,44.6,8.5,cbd,0.55,23.4,5.45,low,-0.55,-0.092,163,0.851,55,0.539,0.022,5.45,True,False,0.859,53,162,False,0.02,0.0,-0.4
ORD_20240101_R02_05,R02,5,2024-01-01,0,False,sunny,-0.1,78.1,8.8,cbd,0.55,23.4,5.55,low,-0.45,-0.075,156,0.888,53,0.521,0.019,4.79,True,False,0.857,56,139,False,0.02,0.0,-0.4
ORD_20240101_R02_06,R02,6,2024-01-01,0,False,snowy,-10.1,45.6,7.3,cbd,0.55,23.4,10.43,high,4.43,0.738,66,0.688,21,0.333,0.058,5.94,True,False,0.7,20,79,False,0.2,1.0,0.5
ORD_20240101_R02_07,R02,7,2024-01-01,0,False,rainy,-3.6,87.3,14.8,cbd,0.55,23.4,12.78,high,5.28,0.704,196,0.774,49,1.048,0.057,7.78,True,False,0.804,42,184,True,0.15,0.6,0.25
ORD_20240101_R02_08,R02,8,2024-01-01,0,False,snowy,-9.7,30.4,8.5,cbd,0.55,23.4,14.01,high,6.51,0.868,163,0.735,20,0.942,0.065,7.48,True,False,0.697,20,173,True,0.2,1.0,0.5
ORD_20240101_R02_09,R02,9,2024-01-01,0,False,sunny,0.7,70.7,4.1,cbd,0.55,23.4,6.08,low,0.08,0.013,141,0.878,64,0.497,0.039,6.99,True,False,0.883,71,144,False,0.02,0.0,-0.4
ORD_20240101_R02_10,R02,10,2024-01-01,0,False,sunny,-2.9,52.7,1.9,cbd,0.55,23.4,6.04,low,0.04,0.007,114,0.841,70,0.401,0.042,6.38,True,True,0.821,76,116,False,0.02,0.0,-0.4
ORD_20240101_R02_12,R02,12,2024-01-01,0,False,rainy,-4.8,85.2,16.0,cbd,0.55,23.4,12.2,high,4.7,0.627,204,0.81,56,1.05,0.054,8.35,True,False,0.814,60,200,True,0.15,0.6,0.25
ORD_20240101_R02_13,R02,13,2024-01-01,0,False,rainy,-0.9,85.7,5.9,cbd,0.55,23.4,9.35,high,3.35,0.558,106,0.761,24,0.495,0.048,7.74,True,False,0.756,19,112,False,0.02,0.6,-0.4
ORD_20240101_R02_14,R02,14,2024-01-01,0,False,rainy,-8.2,90.6,5.9,cbd,0.55,23.4,9.82,high,3.82,0.637,128,0.8,40,0.619,0.038,4.5,True,False,0.819,38,155,False,0.02,0.6,-0.4
ORD_20240101_R02_15,R02,15,2024-01-01,0,False,rainy,-8.2,88.3,7.5,cbd,0.55,23.4,9.06,high,3.06,0.51,123,0.807,27,0.562,0.058,6.04,True,False,0.841,26,125,False,0.02,0.6,-0.4
ORD_20240101_R02_16,R02,16,2024-01-01,0,False,snowy,-9.1,77.9,8.3,cbd,0.55,23.4,11.31,high,5.31,0.885,113,0.719,24,0.606,0.065,6.4,True,False,0.715,15,114,False,0.2,1.0,0.5
ORD_20240101_R02_17,R02,17,2024-01-01,0,False,rainy,-7.1,89.8,5.8,cbd,0.55,23.4,12.04,high,4.54,0.605,182,0.795,59,0.926,0.068,6.29,True,False,0.801,58,168,True,0.15,0.6,0.25
ORD_20240101_R02_18,R02,18,2024-01-01,0,False,rainy,-5.3,73.0,6.7,cbd,0.55,23.4,12.88,high,5.38,0.717,196,0.799,53,1.055,0.053,7.74,True,False,0.833,59,193,True,0.15,0.6,0.25
ORD_20240101_R02_19,R02,19,2024-01-01,0,False,sunny,-0.4,43.6,1.6,cbd,0.55,23.4,9.69,medium,2.19,0.292,225,0.845,58,0.96,0.068,6.04,True,False,0.83,61,212,True,0.02,0.0,-0.4
ORD_20240101_R02_20,R02,20,2024-01-01,0,False,snowy,-13.0,56.4,6.6,cbd,0.55,23.4,14.25,high,6.75,0.9,208,0.702,44,1.219,0.074,7.18,True,False,0.709,46,210,True,0.2,1.0,0.5
ORD_20240101_R02_21,R02,21,2024-01-01,0,False,rainy,-8.2,73.0,16.6,cbd,0.55,23.4,14.01,high,6.51,0.868,151,0.784,35,0.873,0.078,6.47,True,False,0.794,39,150,True,0.15,0.6,0.25
ORD_20240101_R02_22,R02,22,2024-01-01,0,False,rainy,-8.8,93.7,6.9,cbd,0.55,23.4,8.48,medium,2.48,0.413,107,0.808,56,0.467,0.05,6.07,True,False,0.809,52,100,False,0.02,0.6,-0.4
ORD_20240101_R02_23,R02,23,2024-01-01,0,False,sunny,-3.2,57.2,9.3,cbd,0.55,23.4,5.25,low,-0.75,-0.125,161,0.82,46,0.521,0.017,6.96,True,False,0.807,39,134,False,0.02,0.0,-0.4
ORD_20240101_R03_00,R03,0,2024-01-01,0,False,snowy,-8.4,48.5,16.1,residential,0.12,15.5,10.13,high,5.13,1.026,50,0.78,20,0.265,0.07,4.26,True,False,0.712,17,50,False,0.2,1.0,0.5
ORD_20240101_R03_01,R03,1,2024-01-01,0,False,sunny,-4.4,45.0,0.8,residential,0.12,15.5,5.18,low,0.18,0.036,80,0.814,20,0.285,0.022,6.49,True,False,0.814,28,86,False,0.02,0.0,-0.4
ORD_20240101_R03_02,R03,2,2024-01-01,0,False,sunny,-5.9,40.9,7.0,residential,0.12,15.5,4.09,low,-0.91,-0.182,50,0.874,20,0.159,0.029,4.26,True,False,0.913,16,70,False,0.02,0.0,-0.4
ORD_20240101_R03_03,R03,3,2024-01-01,0,False,sunny,3.2,63.0,4.9,residential,0.12,15.5,4.69,low,-0.31,-0.062,50,0.878,20,0.17,0.025,3.0,True,False,0.87,15,45,False,0.02,0.0,-0.4
ORD_20240101_R03_04,R03,4,2024-01-01,0,False,sunny,-5.3,67.5,11.4,residential,0.12,15.5,5.64,low,0.64,0.128,51,0.881,24,0.19,0.027,4.84,True,False,0.867,21,43,False,0.02,0.0,-0.4
ORD_20240101_R03_05,R03,5,2024-01-01,0,False,sunny,-5.6,35.6,38.9,residential,0.12,15.5,4.8,low,-0.2,-0.04,62,0.886,20,0.213,0.04,3.41,True,False,0.886,18,90,False,0.02,0.0,-0.4
ORD_20240101_R03_06,R03,6,2024-01-01,0,False,snowy,-9.9,53.0,25.4,residential,0.12,15.5,10.63,high,5.63,1.126,50,0.769,20,0.274,0.056,5.26,True,False,0.739,10,48,False,0.2,1.0,0.5
ORD_20240101_R03_07,R03,7,2024-01-01,0,False,sunny,-3.2,89.9,5.4,residential,0.12,15.5,9.13,medium,2.63,0.405,130,0.848,24,0.575,0.054,5.44,True,False,0.839,26,151,True,0.08,0.0,-0.1
ORD_20240101_R03_08,R03,8,2024-01-01,0,False,rainy,-4.5,71.1,15.9,residential,0.12,15.5,12.36,high,5.86,0.902,75,0.786,20,0.416,0.072,7.71,True,False,0.71,25,79,True,0.02,0.6,-0.4
ORD_20240101_R03_09,R03,9,2024-01-01,0,False,rainy,-0.8,81.0,11.0,residential,0.12,15.5,7.26,medium,2.26,0.452,50,0.783,20,0.215,0.052,5.64,True,False,0.811,15,69,False,0.02,0.6,-0.4
ORD_20240101_R03_10,R03,10,2024-01-01,0,False,rainy,-1.5,91.5,8.8,residential,0.12,15.5,7.22,medium,2.22,0.444,50,0.81,20,0.214,0.023,5.37,True,False,0.813,35,25,False,0.02,0.6,-0.4
ORD_20240101_R03_11,R03,11,2024-01-01,0,False,rainy,-6.2,85.8,21.5,residential,0.12,15.5,11.59,high,5.09,0.783,56,0.813,20,0.296,0.056,6.74,True,False,0.789,23,70,True,0.02,0.6,-0.4
ORD_20240101_R03_12,R03,12,2024-01-01,0,False,rainy,-4.5,72.0,21.4,residential,0.12,15.5,11.21,high,4.71,0.725,74,0.817,20,0.381,0.052,5.76,True,False,0.823,29,75,True,0.02,0.6,-0.4
ORD_20240101_R03_13,R03,13,2024-01-01,0,False,snowy,-10.8,56.5,8.4,residential,0.12,15.5,9.74,high,4.74,0.948,50,0.745,20,0.258,0.062,5.38,True,False,0.728,16,51,False,0.2,1.0,0.5
ORD_20240101_R03_14,R03,14,2024-01-01,0,False,rainy,-13.4,77.4,35.5,residential,0.12,15.5,7.29,medium,2.29,0.458,50,0.78,20,0.215,0.039,4.99,True,False,0.77,9,50,False,0.02,0.6,-0.4
ORD_20240101_R03_15,R03,15,2024-01-01,0,False,sunny,-0.8,51.1,8.1,residential,0.12,15.5,4.35,low,-0.65,-0.13,50,0.853,20,0.164,0.012,5.74,True,False,0.817,17,39,False,0.02,0.0,-0.4
ORD_20240101_R03_16,R03,16,2024-01-01,0,False,sunny,-6.3,35.4,2.8,residential,0.12,15.5,4.61,low,-0.39,-0.078,50,0.875,20,0.168,0.036,6.21,True,False,0.868,21,39,False,0.02,0.0,-0.4
ORD_20240101_R03_17,R03,17,2024-01-01,0,False,snowy,-15.4,74.8,8.3,residential,0.12,15.5,13.6,high,7.1,1.092,116,0.791,20,0.694,0.089,7.52,True,False,0.754,28,110,True,0.2,1.0,0.5
ORD_20240101_R03_18,R03,18,2024-01-01,0,False,sunny,-1.9,62.2,4.9,residential,0.12,15.5,8.42,medium,1.92,0.295,101,0.826,20,0.421,0.031,6.95,True,False,0.821,30,105,True,0.08,0.0,-0.1
ORD_20240101_R03_19,R03,19,2024-01-01,0,False,rainy,-3.2,71.6,18.9,residential,0.12,15.5,11.32,high,4.82,0.742,99,0.799,20,0.514,0.06,7.3,True,False,0.791,28,116,True,0.02,0.6,-0.4
ORD_20240101_R03_20,R03,20,2024-01-01,0,False,sunny,-6.3,74.6,23.3,residential,0.12,15.5,8.71,medium,2.21,0.34,86,0.872,22,0.368,0.048,7.44,True,False,0.892,23,84,True,0.08,0.0,-0.1
ORD_20240101_R03_21,R03,21,2024-01-01,0,False,sunny,-8.9,81.3,0.8,residential,0.12,15.5,8.93,medium,2.43,0.374,106,0.877,20,0.461,0.039,5.98,True,False,0.889,23,92,True,0.08,0.0,-0.1
ORD_20240101_R03_22,R03,22,2024-01-01,0,False,rainy,-7.5,70.5,17.4,residential,0.12,15.5,7.48,medium,2.48,0.496,50,0.801,20,0.218,0.043,5.06,True,False,0.781,23,40,False,0.02,0.6,-0.4
ORD_20240101_R03_23,R03,23,2024-01-01,0,False,sunny,-1.8,81.5,1.3,residential,0.12,15.5,4.98,low,-0.02,-0.004,54,0.871,20,0.189,0.042,5.17,True,False,0.872,20,67,False,0.02,0.0,-0.4
ORD_20240101_R04_00,R04,0,2024-01-01,0,False,sunny,2.7,61.6,11.0,cbd,0.28,11.4,6.27,low,0.27,0.045,50,0.842,30,0.18,0.031,3.59,True,True,0.84,32,20,False,0.02,0.0,-0.4
ORD_20240101_R04_01,R04,1,2024-01-01,0,False,rainy,-12.5,71.5,10.2,cbd,0.28,11.4,9.34,high,3.34,0.557,50,0.753,25,0.233,0.053,6.37,True,False,0.758,28,54,False,0.02,0.6,-0.4
ORD_20240101_R04_02,R04,2,2024-01-01,0,False,rainy,-7.5,94.9,11.0,cbd,0.28,11.4,8.87,medium,2.87,0.478,50,0.817,20,0.225,0.055,6.87,True,False,0.782,19,39,False,0.02,0.6,-0.4
ORD_20240101_R04_03,R04,3,2024-01-01,0,False,sunny,-1.6,57.2,4.3,cbd,0.28,11.4,6.45,low,0.45,0.075,93,0.846,34,0.34,0.024,7.3,True,True,0.902,35,87,False,0.02,0.0,-0.4
ORD_20240101_R04_04,R04,4,2024-01-01,0,False,sunny,-2.4,63.4,7.1,cbd,0.28,11.4,5.09,low,-0.91,-0.152,59,0.858,23,0.188,0.032,5.16,True,False,0.815,20,20,False,0.02,0.0,-0.4
ORD_20240101_R04_05,R04,5,2024-01-01,0,False,rainy,-7.3,75.3,13.6,cbd,0.28,11.4,9.53,high,3.53,0.588,50,0.804,21,0.237,0.042,6.1,True,False,0.765,28,16,False,0.02,0.6,-0.4
ORD_20240101_R04_06,R04,6,2024-01-01,0,False,snowy,-13.3,31.6,26.2,cbd,0.28,11.4,10.53,high,4.53,0.755,50,0.755,20,0.254,0.072,5.67,True,True,0.78,24,35,False,0.2,1.0,0.5
ORD_20240101_R04_07,R04,7,2024-01-01,0,False,sunny,0.7,31.8,11.0,cbd,0.28,11.4,10.05,medium,2.55,0.34,151,0.852,40,0.663,0.051,7.19,True,False,0.801,41,153,True,0.02,0.0,-0.4
ORD_20240101_R04_08,R04,8,2024-01-01,0,False,sunny,-5.3,46.3,8.7,cbd,0.28,11.4,9.0,medium,1.5,0.2,124,0.847,30,0.499,0.054,8.3,True,False,0.868,27,108,True,0.02,0.0,-0.4
ORD_20240101_R04_09,R04,9,2024-01-01,0,False,rainy,-2.1,85.0,5.1,cbd,0.28,11.4,9.14,high,3.14,0.523,50,0.804,22,0.23,0.054,5.94,True,False,0.807,24,63,False,0.02,0.6,-0.4
ORD_20240101_R04_10,R04,10,2024-01-01,0,False,rainy,-10.7,90.2,5.6,cbd,0.28,11.4,9.0,high,3.0,0.5,50,0.837,20,0.228,0.048,6.85,True,False,0.807,18,34,False,0.02,0.6,-0.4
ORD_20240101_R04_12,R04,12,2024-01-01,0,False,sunny,-2.9,60.6,1.0,cbd,0.28,11.4,9.76,medium,2.26,0.301,103,0.831,28,0.442,0.055,8.27,True,False,0.781,30,110,True,0.02,0.0,-0.4
ORD_20240101_R04_13,R04,13,2024-01-01,0,False,rainy,-4.7,74.4,16.9,cbd,0.28,11.4,8.27,medium,2.27,0.378,50,0.793,20,0.215,0.033,7.15,True,False,0.775,12,28,False,0.02,0.6,-0.4
ORD_20240101_R04_14,R04,14,2024-01-01,0,False,rainy,-4.3,81.1,7.9,cbd,0.28,11.4,9.15,high,3.15,0.525,50,0.775,20,0.23,0.049,5.67,True,False,0.778,28,63,False,0.02,0.6,-0.4
ORD_20240101_R04_15,R04,15,2024-01-01,0,False,snowy,-12.7,57.8,11.5,cbd,0.28,11.4,10.61,high,4.61,0.768,50,0.707,20,0.256,0.066,5.49,True,False,0.685,21,54,False,0.2,1.0,0.5
ORD_20240101_R04_16,R04,16,2024-01-01,0,False,sunny,0.2,72.9,5.6,cbd,0.28,11.4,5.73,low,-0.27,-0.045,83,0.836,34,0.283,0.033,5.42,True,False,0.833,32,98,False,0.02,0.0,-0.4
ORD_20240101_R04_17,R04,17,2024-01-01,0,False,sunny,-6.3,68.8,0.5,cbd,0.28,11.4,8.99,low,1.49,0.199,171,0.852,37,0.688,0.053,6.29,True,False,0.798,33,188,True,0.02,0.0,-0.4
ORD_20240101_R04_18,R04,18,2024-01-01,0,False,sunny,-6.6,71.9,4.0,cbd,0.28,11.4,10.56,medium,3.06,0.408,107,0.835,20,0.489,0.055,7.97,True,False,0.782,23,85,True,0.02,0.0,-0.4
ORD_20240101_R04_19,R04,19,2024-01-01,0,False,rainy,-9.3,80.6,8.6,cbd,0.28,11.4,12.38,high,4.88,0.651,115,0.805,22,0.599,0.08,6.79,True,False,0.807,30,128,True,0.15,0.6,0.25
ORD_20240101_R04_20,R04,20,2024-01-01,0,False,sunny,-1.3,83.0,0.3,cbd,0.28,11.4,8.56,low,1.06,0.141,128,0.878,43,0.495,0.041,8.49,True,False,0.926,44,119,True,0.02,0.0,-0.4
ORD_20240101_R04_22,R04,22,2024-01-01,0,False,snowy,-6.7,46.9,8.8,cbd,0.28,11.4,10.95,high,4.95,0.825,50,0.757,20,0.262,0.043,6.49,True,False,0.774,24,36,False,0.2,1.0,0.5
ORD_20240101_R04_23,R04,23,2024-01-01,0,False,sunny,1.3,47.1,11.5,cbd,0.28,11.4,5.2,low,-0.8,-0.133,69,0.883,48,0.222,0.033,6.67,True,False,0.876,47,71,False,0.02,0.0,-0.4
ORD_20240101_R05_00,R05,0,2024-01-01,0,False,sunny,-4.2,89.7,3.8,suburb,0.68,29.1,7.0,low,0.0,0.0,201,0.869,72,0.704,0.017,7.14,True,False,0.853,75,180,False,0.02,0.0,-0.4
ORD_20240101_R05_01,R05,1,2024-01-01,0,False,sunny,-2.9,30.3,0.7,suburb,0.68,29.1,6.48,low,-0.52,-0.074,462,0.837,86,0.511,0.023,6.52,True,False,0.834,85,158,False,0.02,0.0,-0.4
ORD_20240101_R05_02,R05,2,2024-01-01,0,False,sunny,-1.1,36.7,18.8,suburb,0.68,29.1,6.47,low,-0.53,-0.076,152,0.833,66,0.504,0.027,7.66,True,False,0.858,66,167,False,0.02,0.0,-0.4
ORD_20240101_R05_03,R05,3,2024-01-01,0,False,rainy,2.0,71.7,11.0,suburb,0.68,29.1,10.69,high,3.69,0.527,64,0.768,55,0.307,0.049,5.6,True,False,0.776,54,66,False,-0.05,0.6,-0.75
ORD_20240101_R05_04,R05,4,2024-01-01,0,False,rainy,-7.7,85.7,16.8,suburb,0.68,29.1,10.67,high,3.67,0.524,122,0.803,47,0.584,0.054,7.24,True,False,0.786,39,127,False,-0.05,0.6,-0.75
ORD_20240101_R05_05,R05,5,2024-01-01,0,False,rainy,-4.6,89.4,9.9,suburb,0.68,29.1,9.83,medium,2.83,0.404,122,0.792,58,0.548,0.05,8.1,True,False,0.777,54,118,False,-0.05,0.6,-0.75
ORD_20240101_R05_06,R05,6,2024-01-01,0,False,rainy,-4.0,89.5,21.1,suburb,0.68,29.1,10.44,medium,3.44,0.491,119,0.764,60,0.56,0.067,6.91,True,False,0.7,65,116,False,-0.05,0.6,-0.75
ORD_20240101_R05_07,R05,7,2024-01-01,0,False,sunny,1.2,78.1,10.4,suburb,0.68,29.1,10.22,medium,1.72,0.202,250,0.869,76,1.026,0.026,8.32,True,False,0.88,73,269,True,0.02,0.0,-0.4
ORD_20240101_R05_08,R05,8,2024-01-01,0,False,sunny,-3.0,32.5,16.3,suburb,0.68,29.1,10.07,low,1.57,0.185,183,0.87,97,0.741,0.064,8.87,True,False,0.866,91,203,True,0.02,0.0,-0.4
ORD_20240101_R05_09,R05,9,2024-01-01,0,False,rainy,-3.4,85.2,17.2,suburb,0.68,29.1,9.92,medium,2.92,0.417,131,0.791,56,0.592,0.038,6.04,True,False,0.817,50,97,False,-0.05,0.6,-0.75
ORD_20240101_R05_10,R05,10,2024-01-01,0,False,sunny,-1.7,61.8,4.1,suburb,0.68,29.1,6.35,low,-0.65,-0.093,146,0.868,61,0.478,0.037,6.01,True,False,0.868,60,157,False,0.02,0.0,-0.4
ORD_20240101_R05_11,R05,11,2024-01-01,0,False,sunny,0.5,85.0,5.4,suburb,0.68,29.1,10.49,medium,1.99,0.234,254,0.824,83,1.066,0.048,8.1,True,False,0.828,85,243,True,0.02,0.0,-0.4
ORD_20240101_R05_12,R05,12,2024-01-01,0,False,sunny,1.4,83.5,15.2,suburb,0.68,29.1,10.75,medium,2.25,0.265,215,0.807,48,0.922,0.03,7.99,True,False,0.806,53,235,True,0.02,0.0,-0.4
ORD_20240101_R05_13,R05,13,2024-01-01,0,False,sunny,-4.7,78.2,6.4,suburb,0.68,29.1,6.84,low,-0.16,-0.023,149,0.818,65,0.513,0.068,6.76,True,False,0.782,65,143,False,0.02,0.0,-0.4
ORD_20240101_R05_14,R05,14,2024-01-01,0,False,snowy,-12.1,70.8,8.4,suburb,0.68,29.1,11.57,high,4.57,0.653,140,0.709,35,0.714,0.055,8.04,True,False,0.702,37,142,False,0.2,1.0,0.5
ORD_20240101_R05_15,R05,15,2024-01-01,0,False,sunny,-0.6,72.6,3.4,suburb,0.68,29.1,7.38,low,0.38,0.054,195,0.851,60,0.708,0.026,6.16,True,False,0.823,57,212,False,0.02,0.0,-0.4
ORD_20240101_R05_16,R05,16,2024-01-01,0,False,rainy,-1.5,73.9,13.6,suburb,0.68,29.1,11.04,high,4.04,0.577,118,0.789,43,0.58,0.042,7.11,True,True,0.783,38,102,False,-0.05,0.6,-0.75
ORD_20240101_R05_17,R05,17,2024-01-01,0,False,rainy,-4.7,86.0,10.5,suburb,0.68,29.1,12.98,high,4.48,0.527,185,0.805,51,0.938,0.052,9.01,True,False,0.762,52,187,True,0.02,0.6,-0.4
ORD_20240101_R05_18,R05,18,2024-01-01,0,False,sunny,-4.0,66.4,3.0,suburb,0.68,29.1,10.53,medium,2.03,0.239,219,0.871,54,0.922,0.018,9.16,True,False,0.892,51,234,True,0.02,0.0,-0.4
ORD_20240101_R05_19,R05,19,2024-01-01,0,False,sunny,-2.0,47.4,3.9,suburb,0.68,29.1,10.73,medium,2.23,0.262,215,0.855,65,0.92,0.036,7.89,True,False,0.89,65,197,True,0.02,0.0,-0.4
ORD_20240101_R05_20,R05,20,2024-01-01,0,False,rainy,-7.6,70.6,28.2,suburb,0.68,29.1,13.5,high,5.0,0.588,144,0.793,57,0.756,0.067,9.61,True,False,0.804,53,130,True,0.02,0.6,-0.4
ORD_20240101_R05_21,R05,21,2024-01-01,0,False,rainy,-3.2,92.1,15.4,suburb,0.68,29.1,13.07,high,4.57,0.538,198,0.759,48,1.01,0.065,8.93,True,True,0.795,39,197,True,0.02,0.6,-0.4
ORD_20240101_R05_22,R05,22,2024-01-01,0,False,sunny,2.5,37.1,29.5,suburb,0.68,29.1,6.95,low,-0.05,-0.007,128,0.835,78,0.446,0.051,7.02,True,False,0.815,76,127,False,0.02,0.0,-0.4
