user_id,user_type,device_type,group,historical_dwell_time,dwell_time,ctr,retention_next_day
U_10079,new,Android,control,275.6476260602146,226.1070928035002,0.0034488114302686306,0
U_10080,old,Android,control,617.2960902036465,570.0527383124332,0.026799559568079515,0
U_10081,old,Android,treatment,671.9541672629225,869.4577772838677,0.13502118555212433,0
U_10082,old,Android,treatment,704.9084050271326,659.5570805424294,0.00957185433123427,1
U_10083,new,Android,treatment,1165.7928060116608,1225.9405810580902,0.09776294480413364,0
U_10084,old,iOS,treatment,953.1550864543794,1094.9274852478889,0.032573669875538544,1
U_10085,old,Android,treatment,7873.824791249658,10395.928388808397,0.038305754229501957,1
U_10086,old,Android,treatment,6884.062888547323,8945.267395087603,0.045717171496848494,1
U_10087,old,Android,control,1492.2660936722164,1266.1372085412645,0.05329905542721413,0
U_10088,old,Android,control,7168.712573003469,8724.344172862546,0.044989295474170535,1
U_10089,old,iOS,control,4933.125732173461,4072.364482388895,0.04084275975064326,1
U_10090,new,iOS,treatment,627.5538700349974,788.7993120184857,0.09457328782171374,1
U_10091,old,iOS,treatment,300.62033163357654,325.45889203114154,0.11025339644179359,1
U_10092,old,iOS,treatment,1259.9731360483866,1523.3262872171047,0.011757230594753058,0
U_10093,old,Android,treatment,895.6257914149807,1092.6632688813,0.018937432128420476,0
U_10094,old,Android,treatment,1769.451494107091,2149.873332611781,0.11925160786301786,0
U_10095,old,iOS,control,1610.9881324722587,1773.9796630782803,0.09051781901234127,0
U_10096,old,Android,treatment,1577.5598196096996,,0.002890324224102976,0
U_10097,old,Android,control,2280.541469084539,2548.613119766806,0.20422184569698984,0
U_10098,new,iOS,treatment,341.1687441132917,394.14148059682367,0.024054825676631128,1
U_10099,new,iOS,control,1250.7304071694232,1013.5065110428474,0.09286646290666695,1
U_10100,new,Android,control,633.1465050305661,658.7698561980968,0.2136648141081274,0
U_10101,old,Android,treatment,1760.241240282027,1901.4038345245583,0.0630606085949033,1
U_10102,old,Android,treatment,3226.4839511067776,3173.7649501976944,0.097941633762455,1
U_10103,old,iOS,treatment,563.2370393166514,635.7247107377955,0.07041703466527044,1
U_10104,old,Android,control,1197.7325000318608,1230.6525848509311,0.10150249392036029,0
U_10105,new,iOS,treatment,818.5769256635424,917.1723508423082,0.1179644461166828,1
U_10106,old,iOS,control,994.0675974565465,,0.03840065232180763,0
U_10107,old,Android,treatment,3081.229498064418,,0.08088688907353535,0
U_10108,new,iOS,treatment,505.77103975702335,573.7858620160308,0.1192959364153592,0
U_10109,new,iOS,treatment,577.1339818335363,671.6519256882018,0.08294756611439436,0
U_10110,new,iOS,control,510.02485354015363,517.3163498931237,0.2343837393649216,0
U_10111,new,iOS,treatment,2156.0628708392446,2596.526086895826,0.1182958111493167,0
U_10112,old,Android,treatment,1011.5763109975197,1280.8547896793025,0.10102712292960322,0
U_10113,old,Android,treatment,2167.341759077825,2536.560580861102,0.15195510173088636,1
U_10114,old,iOS,treatment,7286.542758040551,11373.57125354699,0.06892402166510926,0
U_10115,old,iOS,treatment,1412.8520216102195,1530.5786858501292,0.08257512733764862,1
U_10116,old,iOS,treatment,3651.4109412079765,5248.680058633047,0.12873574565010515,1
U_10117,new,Android,control,3427.1285448086073,2730.9281529314935,0.006687850989270329,0
U_10118,old,iOS,control,3411.7261178486306,3828.101635947376,0.15042155618153297,0
U_10119,old,Android,control,1479.9733122145476,,0.04899499309139357,0
U_10120,old,iOS,control,2507.1616970145233,1789.9057066175214,0.06168159172744257,0
U_10121,old,iOS,treatment,535.5624550945256,645.1354546890055,0.046267139007093484,1
U_10122,old,Android,treatment,803.6676881736818,1050.0949333495503,0.046010885621706354,0
U_10123,new,Android,control,554.8260371408803,575.7954323381966,0.1398887929146795,0
U_10124,new,iOS,control,5403.944665396532,5710.474728033225,0.04110285777940353,0
U_10125,old,Android,treatment,783.0157225592596,942.838236011354,0.10449773060377715,0
U_10126,old,Android,treatment,773.7423879484155,763.1561488459108,0.13463050969589407,0
U_10127,old,Android,treatment,650.7227074772899,1040.5993587540001,0.12329940660528586,0
U_10128,new,Android,treatment,1408.4487111845176,1406.2330328308808,0.1404127654693922,0
U_10129,old,Android,control,1681.291456563891,1790.7841937934163,0.07093801487642326,0
U_10130,old,Android,control,3578.2444023590665,3231.061834295865,0.09787285224916374,0
U_10131,new,iOS,treatment,1539.7918072729838,1095.269561751002,0.08184331924201371,0
U_10132,new,Android,treatment,298.2949869389086,277.48262188685345,0.04477544851823046,1
U_10133,old,Android,control,786.3470001947054,615.5988232048552,0.0807185436002389,0
U_10134,old,iOS,treatment,4471.518708458535,6140.322823135409,0.04559687820417622,1
U_10135,old,iOS,treatment,1274.8474347699519,1367.381421399361,0.033300602681021814,0
U_10136,old,iOS,control,3878.8493971208136,3579.7369649643288,0.1487256571006072,0
U_10137,old,Android,treatment,1330.7202669925873,1319.5601333933846,0.034766752085270525,1
U_10138,old,Android,treatment,691.660511180824,827.6715844275275,0.08407357846999917,0
U_10139,old,Android,treatment,1176.867780536027,1239.4616619451783,0.15757288638456124,0
U_10140,old,iOS,control,691.4428841448039,794.3663767650071,0.010272791202931624,1
U_10141,new,Android,treatment,572.4655468268431,646.2737417863729,0.1325512287003572,1
U_10142,old,Android,treatment,1761.570381365583,1900.3589379756954,0.05835547617158753,0
U_10143,old,iOS,control,2258.6090978758316,2546.6607138049053,0.1453473815855382,0
U_10144,new,Android,treatment,252.20486276301105,272.7056792241854,0.015277803439199234,0
U_10145,new,Android,treatment,887.5815081637547,961.6790302845039,0.10063825976700833,0
U_10146,old,Android,treatment,938.1668377944067,864.1582540381022,0.0783816309899148,0
U_10147,old,Android,control,892.9124537203802,883.3913997327561,0.08691733080538172,1
U_10148,new,Android,treatment,1000.7874895558467,1132.981740803153,0.04506839301667603,1
U_10149,new,iOS,treatment,579.4232806656614,750.9544885419318,0.07086116194437107,0
U_10150,old,Android,treatment,4532.055113170188,4744.6756970572915,0.09706447647423112,0
U_10151,new,iOS,control,2328.1849796918036,3123.7637215526815,0.03345659758149826,1
U_10152,new,iOS,control,2316.603535087261,2510.1100017888793,0.1332741054670387,1
U_10153,old,iOS,treatment,1009.5825733550594,919.7944364917065,0.05105503836014604,0
U_10154,old,Android,control,694.5202498042393,606.4691690049234,0.10286537572305442,0
U_10155,new,Android,control,961.0425711906942,1165.888674756508,0.03385920128264627,0
U_10156,old,iOS,treatment,1330.0099389216355,1862.0824875475007,0.09715190381664444,1
U_10157,old,iOS,control,921.6466039190249,924.1479732940212,0.03513975453542533,0
U_10158,new,Android,treatment,351.35854787064045,388.00056006462614,0.22951659676776084,0
U_10159,old,Android,control,1450.996748010338,1197.5198900289658,0.10291429556642062,1
U_10160,old,Android,treatment,1085.6832886547793,1535.0425697104606,0.07446624700024583,1
U_10161,old,Android,treatment,2601.641879247646,2615.0799465908253,0.17178913462031553,0
U_10162,old,Android,control,2553.717011319145,2877.3014731646213,0.017816667326864495,0
U_10163,old,iOS,control,3618.66420084247,4352.552298469089,0.023717533641695793,0
U_10164,new,Android,control,328.63848664260405,331.0123519119243,0.02234321053100621,0
U_10165,old,iOS,treatment,2067.4412969565697,2793.6656369061825,0.14248590402490852,0
U_10166,old,Android,treatment,838.1925288318043,1263.183154487029,0.05346081769162,0
U_10167,new,iOS,control,339.02145507191204,352.6485309052567,0.08541176061780684,1
U_10168,new,Android,control,638.7498928480542,621.953790378758,0.04582397093926892,0
U_10169,old,Android,control,3526.9345428801857,3491.566694991882,0.16187551788984536,0
U_10170,old,Android,treatment,1113.613825044242,1167.6142303068468,0.07657005821338134,0
U_10171,new,iOS,control,3148.7426433471223,2787.1486930602196,0.03010840722012287,1
U_10172,old,Android,control,2326.9721604138854,2481.392393864067,0.017912521946360845,0
U_10173,new,iOS,control,656.6311072093571,640.4829242226579,0.11476987643240565,0
U_10174,old,iOS,treatment,3794.3148381218703,4697.284913101955,0.054692451584896426,1
U_10175,new,iOS,control,1285.2546912740431,998.0125773295226,0.06213209540500937,0
U_10176,old,Android,control,711.3559065312803,701.4731642783513,0.06120477732103335,1
U_10177,old,Android,treatment,6635.985694421116,9040.40809448488,0.1850207684557583,0
U_10178,old,Android,control,1846.0498989712746,1536.211391701062,0.06301227892948119,0
U_10179,new,Android,control,913.6355196412736,915.9003874861178,0.06419311620005456,0
U_10180,old,Android,control,756.5693878016457,546.0982931579993,0.03162387618853694,0
U_10181,new,Android,treatment,2312.363353842705,2008.3226106477855,0.15663992779230054,1
U_10182,old,iOS,control,2268.878031366967,2543.7506380940276,0.11598694881898984,1
U_10183,old,iOS,control,2481.4812307469474,2366.3587554238097,0.12189677509811496,1
U_10184,new,Android,control,599.6641140237892,763.5588706137828,0.060840635699326545,0
U_10185,old,Android,treatment,2923.3948640677036,3673.369687938704,0.061266688869448055,0
U_10186,old,Android,control,3110.9121623084425,3358.5076383842925,0.04926326512334138,1
U_10187,old,Android,treatment,878.4840891370897,869.2272186876063,0.07702234567005901,0
U_10188,old,iOS,treatment,482.81244970027933,536.8084309878271,0.029321645702058443,0
U_10189,new,iOS,treatment,1432.953833735784,1377.5170606552617,0.022413160209136637,0
U_10190,new,Android,treatment,255.6264511470221,231.95504253157725,0.043697444887015616,0
U_10191,old,iOS,treatment,1693.9748174347826,2197.947712535302,0.09045829691605076,1
U_10192,old,iOS,control,1048.8234627689803,1184.8321413621147,0.08942069205771347,0
U_10193,old,Android,treatment,3976.4810771708994,4973.034489096473,0.16402281389115494,1
U_10194,old,iOS,control,1095.477121204539,959.4078214546698,0.09337922610741108,1
U_10195,old,Android,treatment,3637.4521788788065,4505.127170638101,0.10809704346643315,0
U_10196,old,Android,control,994.114937838359,708.9016123116885,0.1657844120154242,0
U_10197,old,Android,control,3338.2873704955528,4000.7751404120436,0.034499986715493695,1
U_10198,old,iOS,control,7796.994533136663,6278.74405974134,0.1387132330488879,0
U_10199,old,iOS,treatment,638.2835857746143,626.5894390807618,0.06560149579286977,1
U_10200,old,Android,treatment,1894.7628498267015,2274.4860799334315,0.07633041658655847,1
U_10201,new,iOS,control,8114.604128337457,8363.105229894407,0.11130975506558562,0
U_10202,new,iOS,control,949.2439492479828,938.8855242134886,0.0728829093984834,0
U_10203,old,iOS,treatment,1576.0090350072621,1550.0164766031962,0.02110143570400303,1
U_10204,old,iOS,control,2818.6675294300917,3297.847207797243,0.15616067973314401,0
U_10205,new,iOS,control,930.0696302676386,694.8621077543638,0.034831815242042666,0
U_10206,new,Android,treatment,229.66321832158076,192.85059833006255,0.10553980125128383,1
U_10207,old,iOS,treatment,3710.976345793462,4308.681223141187,0.09258277257223184,0
U_10208,new,iOS,treatment,181.27877363633016,158.65411222470033,0.1735478510548299,0
U_10209,new,Android,treatment,644.8137029330433,824.1140153022791,0.06581202274658504,0
U_10210,old,Android,control,3940.8865371718,3244.405007982169,0.15409109302633928,0
U_10211,old,iOS,control,1127.7575197352749,1391.149881635852,0.12988191783137903,1
U_10212,old,iOS,treatment,861.1452532139347,1173.92752429292,0.0976058043594161,1
U_10213,new,Android,treatment,1818.5702373373747,2327.913623855965,0.05631623699364245,0
U_10214,old,Android,control,759.2480667218582,974.1653021103338,0.15237444815589532,1
U_10215,new,Android,control,338.5304986323855,342.6552180794375,0.05019778458767006,0
U_10216,old,Android,control,1868.3885064923638,1584.4939926625505,0.21736120265934072,0
U_10217,old,iOS,control,1295.7976731915264,1275.7760683303152,0.11250316505725344,1
U_10218,old,Android,treatment,554.6192796495202,598.822540418722,0.14152736683057665,0
U_10219,old,iOS,control,2496.8430155645933,2231.2321242433054,0.038215002867281744,0
U_10220,old,Android,control,2175.0576992290567,2224.2749386063365,0.1258466953345058,0
U_10221,old,Android,control,1124.8628249269761,1072.2691524866707,0.03774665807394381,1
U_10222,new,Android,control,712.8914454657453,632.454868093834,0.09344645377921275,0
U_10223,old,iOS,control,2185.3572180689303,2104.9134345731377,0.04567827707696695,0
U_10224,new,iOS,control,2332.471931807297,2524.54346064557,0.1224087600093856,0
U_10225,new,Android,treatment,717.7779039605548,886.4123486107054,0.06629760788139741,0
U_10226,old,Android,control,2532.5226542609257,1923.6064857790125,0.10597349540421382,1
U_10227,old,Android,treatment,2357.555510938778,2655.3935325243806,0.0885289708212367,1
U_10228,old,iOS,treatment,3031.0556017792114,3500.8154267926957,0.03894983649890974,0
U_10229,old,iOS,control,1547.9205771535353,1273.3535158582042,0.03357318285326814,0
U_10230,old,Android,control,722.9643957862152,709.9829483422279,0.03766649327204213,0
U_10231,old,iOS,treatment,1036.102197852893,1249.741521474523,0.041806539693774625,0
U_10232,old,Android,treatment,1973.380142353037,2509.8113965984803,0.19912496716700756,1
U_10233,old,Android,treatment,6425.256876841538,7669.5526585314465,0.05067434606289484,1
U_10234,new,Android,control,611.0501685785002,530.3045257552798,0.010169385776492349,0
U_10235,old,Android,control,2855.6373637255874,3717.481582276386,0.17037612457086396,1
U_10236,new,Android,control,692.2516895986721,778.3463508806536,0.0378102170024186,0
U_10237,new,iOS,treatment,983.1579295571753,1149.8431134853533,0.06425575740030495,0
U_10238,old,Android,treatment,5041.8975413152375,6846.166453968325,0.08539053135000066,0
U_10239,new,iOS,treatment,1658.7653315889747,1857.1979307821343,0.07911317548851333,0
U_10240,old,Android,control,555.6735429813325,662.888048541034,0.0798112718458859,0
U_10241,old,iOS,treatment,948.8401728503817,1129.1827471951387,0.2683187696391214,0
U_10242,old,Android,control,4097.766969120786,4098.841071869496,0.06424758037472537,1
U_10243,old,iOS,treatment,1680.2919233368616,2171.668832519893,0.06735058264487373,0
U_10244,new,iOS,control,359.00010021247334,443.88697777584287,0.04129517227751052,0
U_10245,old,Android,treatment,779.0369139769912,1127.7592370986047,0.034671078474990694,0
U_10246,old,iOS,control,2633.358232861272,2867.5352484177706,0.05812941767658801,1
U_10247,old,Android,control,3323.4165432526934,3580.954002837892,0.09936107379075078,0
U_10248,old,Android,treatment,1521.5801226852814,1982.9224653854837,0.04962289225306269,0
U_10249,old,iOS,control,10866.842155540759,12473.430189105067,0.08237641286224322,0
U_10250,new,Android,treatment,1740.1327007315697,2245.457795385813,0.027429188732042944,1
U_10251,old,iOS,control,1234.5175579230124,,0.05901502422123154,1
U_10252,old,iOS,treatment,781.0627939645055,1103.8735850353794,0.11066403719224999,1
U_10253,old,Android,treatment,687.6726624419173,853.2024419852055,0.05498407835261046,1
U_10254,new,Android,control,1177.0090775866886,1291.9319418722894,0.0566653661206432,1
U_10255,old,iOS,control,1014.548283125099,1224.8564298543306,0.08122537815596038,1
U_10256,old,Android,treatment,5722.810960230423,7509.64433087632,0.09226599282388762,1
U_10257,old,Android,control,4847.749373001083,5513.826910542976,0.055986119208284536,1
U_10258,old,Android,treatment,2489.092897984895,2765.563713342133,0.019384935844465892,1
U_10259,new,iOS,control,350.44291467789253,429.2038143509681,0.05893253210756806,1
U_10260,old,Android,treatment,876.0693802934577,1141.6380279218813,0.037650298293597353,0
U_10261,old,Android,control,4095.9846030168187,4173.43908890326,0.041617051173780825,0
U_10262,new,Android,control,573.6054573726976,668.3427989669748,0.1020775699006015,0
U_10263,old,Android,control,3680.9780644227985,5109.840158927907,0.05550449639182225,0
U_10264,old,Android,control,2192.731981560116,1808.2612606839884,0.05792964397830307,1
U_10265,old,iOS,control,1563.3632279427914,1374.884323776351,0.09684118088728152,0
U_10266,old,Android,treatment,854.8740402526269,1415.0721778638153,0.017009446488721096,1
U_10267,old,iOS,treatment,1391.0655459470183,1746.5175516135168,0.06126102260258278,1
U_10268,old,iOS,control,1745.7486195733043,1795.7301912717232,0.09625608575734393,0
U_10269,new,Android,control,2055.8113817346407,2020.2296835847949,0.08685484791955066,0
U_10270,old,iOS,treatment,738.5079792489672,1029.4012298696357,0.07649720035919703,0
U_10271,old,Android,treatment,1215.568214939302,1996.1949073269734,0.2355809828789988,0
U_10272,old,Android,control,1554.7637637218222,1399.6321078455417,0.01778094558837365,0
U_10273,old,iOS,treatment,2548.7621100335286,2963.835205345615,0.038573102036591624,0
U_10274,old,Android,treatment,725.2010429771412,810.717691452537,0.06720146445027754,1
U_10275,old,Android,treatment,523.2003937801092,685.2445029298598,0.033827477749612825,0
U_10276,old,Android,treatment,2571.880207005153,3591.280003547651,0.17142542219836596,1
U_10277,old,Android,treatment,445.35026955042287,653.2865830277052,0.04066414741795384,0
U_10278,old,iOS,treatment,4193.135904583281,5516.9472182496,0.044211927266188486,0
U_10279,old,Android,control,1324.0884098833428,1824.4613123120516,0.006872427997967882,1
U_10280,old,Android,control,434.9345331560213,397.4375450913193,0.020144998610727032,0
U_10281,old,iOS,treatment,1021.353728925446,1054.3294845175303,0.17079712715196618,0
U_10282,old,Android,control,2031.4788280568596,2479.2201015065666,0.08084937874599896,1
U_10283,new,Android,control,587.7101553449354,598.5386255896367,0.06862857899613396,0
U_10284,old,iOS,treatment,1524.2293029013251,1427.3775823047854,0.04628105589061802,1
U_10285,new,iOS,treatment,1626.9419963192406,1673.7943442545554,0.0814926696960709,0
U_10286,old,Android,control,1275.9778678130435,1324.9100854644923,0.04931861083052027,0
U_10287,old,iOS,control,708.800600089134,640.0914292638422,0.07334664146465693,0
U_10288,new,Android,treatment,708.5407443823068,648.7575968911184,0.05381243220026318,1
U_10289,old,iOS,treatment,4652.1860028627225,5318.609986174421,0.10193232072258883,0
U_10290,new,Android,control,3464.924907218859,2911.6456528021326,0.034999500497164,0
U_10291,new,iOS,control,178.83325299566795,195.87063546257093,0.041739324801178784,0
U_10292,old,iOS,treatment,3590.4855191589145,3001.453954200896,0.12661305399052647,0
U_10293,old,Android,control,1832.3206549608685,1857.1737744460274,0.10060634630262574,1
U_10294,new,Android,treatment,1884.8073755443625,2194.218488729422,0.11412173356400529,0
U_10295,old,Android,control,965.6773564385167,952.562312681185,0.10940297428822846,0
U_10296,old,Android,treatment,364.5302649771291,500.6824839986632,0.015613013133564006,0
U_10297,new,iOS,treatment,1436.5300458938634,1232.4983619525706,0.050969944135772355,1
U_10298,old,iOS,treatment,706.5815178037951,746.0844825407188,0.16114075478114814,0
U_10299,new,Android,treatment,296.41509446971446,304.2802873901204,0.03301200888354884,0
U_10300,new,Android,treatment,313.46059467167873,374.73003515840657,0.030699918369563532,0
U_10301,old,Android,treatment,2425.884339613221,2956.366641944048,0.11701519968111072,0
U_10302,old,iOS,control,1677.0345433534478,2216.2093621696094,0.15747906945152823,0
U_10303,old,Android,treatment,2805.0964561646406,2909.939450241158,0.013150168613932997,1
U_10304,old,iOS,control,2561.838876353818,,0.134778539420088,0
U_10305,old,Android,control,1071.1343814187073,1358.5875895742615,0.09423801335292939,0
U_10306,old,Android,control,1417.771466448814,1113.4768955254108,0.05945724018885711,0
U_10307,old,iOS,treatment,996.3218660494554,1296.117207737589,0.03056175869418685,0
U_10308,old,Android,treatment,1267.6982947585839,1276.2874610328754,0.04791151154088785,1
U_10309,new,iOS,treatment,415.12968813378455,309.17631515930674,0.13742376161390357,0
U_10310,old,Android,treatment,2050.0261377841252,2283.038809104969,0.06997718337767764,0
U_10311,new,iOS,control,2127.05008571695,2414.0423065603654,0.03619539249153366,1
U_10312,new,Android,treatment,468.29776306644203,413.0728519425442,0.04999482715169692,1
U_10313,old,iOS,control,4180.708895695779,4541.981548903559,0.05490110062066312,0
U_10314,old,Android,control,1642.6032079460088,1830.565527870506,0.2685319005761584,1
U_10315,old,Android,treatment,1819.0752894166253,1737.0547216464659,0.018127039184873215,0
U_10316,old,Android,control,385.1669094596179,372.00799270943537,0.042903713785705455,0
U_10317,new,iOS,control,211.99971189213457,262.1506230869893,0.20221947107210275,0
U_10318,new,Android,treatment,1009.9820663090966,1197.228705952926,0.1986269164734301,0
U_10319,new,iOS,control,1692.8697809664811,1626.4688772818022,0.06803462073534472,0
U_10320,old,Android,treatment,876.6571949224283,1098.896193592289,0.04703900443774613,0
U_10321,old,iOS,control,5706.125395197487,,0.1433339255973994,1
U_10322,old,Android,control,2700.437744635019,3151.5576215271926,0.18176754706882003,1
U_10323,new,iOS,control,435.1634736372416,507.83099115332465,0.12323334555613262,0
U_10324,old,iOS,treatment,1537.4789687619602,1847.1277665300531,0.09818216300662784,0
U_10325,old,iOS,control,10880.894086145645,11257.437474161332,0.008839920708157742,1
U_10326,old,Android,treatment,555.1116056827399,556.8951532503846,0.06395420779021595,0
U_10327,old,iOS,control,2288.922217141222,1824.7162846962533,0.07116425319932636,1
U_10328,old,Android,control,1158.666142016094,1093.2122671569402,0.09239365784664594,1
U_10329,new,Android,treatment,1584.321939028352,1688.6351578707042,0.07964543985656816,1
U_10330,old,Android,treatment,4134.159426250245,5655.881775805998,0.011963683185620907,0
U_10331,old,Android,treatment,1101.2825301619382,1479.3194669664629,0.10167541181368618,1
U_10332,new,iOS,control,2202.888165093354,2263.963092436294,0.08335302198207867,0
U_10333,new,Android,treatment,5320.6857730768215,6772.527016427158,0.05735697773687646,0
U_10334,new,iOS,treatment,949.0054611214059,879.8753851487538,0.09992725648177635,0
U_10335,new,Android,treatment,1686.323025982573,2115.54042402196,0.18311694803900294,0
U_10336,old,iOS,treatment,935.300409181845,972.8004537416329,0.08846640087447916,1
U_10337,old,Android,treatment,1523.290130834216,2131.7317107769704,0.0764219535971541,0
U_10338,old,iOS,control,1302.2910167005334,1299.683869524335,0.0856485949081879,1
U_10339,new,Android,control,1702.6540250382495,1192.2953970901567,0.19044730771488358,0
U_10340,old,iOS,treatment,3932.2267037491574,5148.219909629865,0.08557266545113906,1
